File;Status
G21A_20190520_190000.WAV;Ok
G21A_20190520_191600.WAV;Lluvia
G21A_20190520_193200.WAV;Lluvia
G21A_20190520_194800.WAV;Ok
G21A_20190520_200400.WAV;Lluvia
